sample_rep1,sample_rep2,approx_dry_weight_mg_rep1,approx_dry_weight_mg_rep2,species,site,age,individual_rep1,individual_rep2,tissue_complete,tissue_simple,tissue,parts_to_match,live_dead,rep2_replicate,no_sample,CN_analysis_date,Pmicro_analysis_date,Al,B,Ca,Cu,Fe,K,Mg ,Mn,Na,P,S,Zn,C,N,notes,with_bark_diam_mm,diameter_temp,without_bark_diam_mm,length_mm,segment,total_leaf_weight_mg,total_segment_weight_mg,total_segment_length_mm,plant_height_mm,height_of_leaf_cover_mm,diameter_leaf_cover_mm_WITH_BARK,,
MQ_417_bark,,574.9,,HATE,Basin1981,32,HATE_902,,bark,bark,bark,bark,live,,use,2016_March,2016_March,33.253,38.031,1304.478,1.523,30.715,642.348,2579.265,29.327,1433.517,34.008,1749.559,9.835,44.25,0.2547,,,,,,,,,,,,,,x
MQ_418_shed_bark,,137.3,,HATE,Basin1981,32,HATE_902,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,83.356,32.839,1807.795,1.58,55.797,990.965,2251.502,24.055,1014.927,10.528,1133.995,26.756,44.15,0.2422,,,,,,,,,,,,,,x
MQ_419_shed_sapwood,MQ_1419_shed_sapwood,112.1,343.8,HATE,Basin1981,32,HATE_902,HATE_90W,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,7.755,58.426,465.264,0.311,5.131,580.309,1280.372,5.462,646.805,2.11,930.024,13.498,44.21,0.0881,,,2.54,2.54;1.99,,,,,,,,,,x
MQ_420_wood_from_base,,3465.5,,HATE,Basin1981,32,HATE_902,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,2.272,18.465,199.959,2.628,9.778,324.158,592.297,2.299,481.216,10.483,272.708,2.645,43.23,0.0828,,21.85;22.77,18.6,18.69;19.73,12,1,,,,,,,,
MQ_421_wood_from_middle,,795.5,,HATE,Basin1981,32,HATE_902,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,6.049,23.548,204.793,2.126,13.813,581.931,852.832,5.493,1151.874,26.851,423.22,3.904,42.26,0.0422,,10.15;10.44,9.33,9.33;8.68,16,3,,,,,,,,
MQ_422_wood_from_tip,,131.1,,HATE,Basin1981,32,HATE_902,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,72.868,49.929,452.077,5.142,18.831,2660.771,2683.696,23.135,2709.852,91.057,1580.916,9.267,42.6,0.1035,,2.27;2.27,1.92,1.92;1.89,58, tip 4,,,,,,,,
MQ_423_bark,,661.7,,HATE,Basin1981,32,HATE_906,,bark,bark,bark,bark,live,,use,2016_March,2016_March,27.2,41.556,1310.555,2.54,21.288,883.14,1350.099,14.906,1196.169,41.987,926.153,23.721,44.13,0.2334,,,,,,,,,,,,,,x
MQ_424_shed_bark,,171.5,,HATE,Basin1981,32,HATE_906,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,63.021,33.382,2105.095,2.952,36.555,933.496,1295.9,18.298,1498.199,35.121,1447.094,29.311,44.53,0.255,,,,,,,,,,,,,,x
MQ_425_shed_sapwood,,154.2,,HATE,Basin1981,32,HATE_906,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,10.077,22.941,772.352,1.463,9.425,477.914,768.437,5.832,1025.851,19.468,992.492,8.403,42.65,0.1322,,,2.71,2.71;2.64,,,,,,,,,,x
MQ_426_wood_from_base,,3441.3,,HATE,Basin1981,32,HATE_906,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,5.837,16.578,183.292,1.536,4.605,591.219,474.613,3.425,592.359,15.118,225.73,3.211,43.16,0.0772,,28.57;29.13,23.6,23.65;24.61,8,,,,,,,,,
MQ_427_wood_from_middle,,1087,,HATE,Basin1981,32,HATE_906,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,9.438,39.84,249.401,2.493,17.237,754.039,610.516,6.047,1215.359,35.825,634.293,4.759,42.02,0.0234,,11.36;11.78,9.96,9.96;10.42,15,,,,,,,,,
MQ_428_wood_from_tip,MQ_1428_wood_from_tip,122,378.8,HATE,Basin1981,32,HATE_906,HATE_90S,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_5,insufficient_sample_for_CN,2016_Oct,2016_March,33.583,52.986,225.326,5.205,24.003,2223.297,1388.527,11.577,2369.179,125.158,814.91,3.868,42.97,0.1445,,1.72;1.71,1.40,1.40;1.40,90,,,,,,,,,
MQ_429_bark,,227.7,,HEPU,Wilunga2012,1.4,HEPU_106,,bark,bark,bark,bark,live,,use,2016_March,2016_March,143.346,43.727,3693.403,8.662,137.485,5182.033,824.223,95.08,896.691,136.034,598.316,13.213,46.66,0.4989,,,,,,,,,,,,,,
MQ_432_wood_from_base,,318.3,,HEPU,Wilunga2012,1.4,HEPU_106,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,5.447,27.397,201.248,3.229,8.393,1986.037,209.633,21.56,190.602,77.103,212.62,3.414,45.75,0.0283,,4.43;4.36,3.36,3.36;3.31,38,1,,,,,,,,
MQ_433_wood_from_tip,,124.4,,HEPU,Wilunga2012,1.4,HEPU_106,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,8.742,48.315,367.176,3.772,18.301,3975.149,280.004,37.173,645.831,111.938,283.664,4.597,45.22,0.0756,,1.30;1.35,1.11,1.11;1.12,,2,,,,,,,,
MQ_434_bark,,112.4,,HEPU,Waratah2011,2.4,HEPU_15A,,bark,bark,bark,bark,live,,use,2016_March,2016_March,428.697,129.821,2573.404,10.386,333.661,6401.328,1233.009,31.025,1630.352,93.305,659.883,11.248,46.54,0.5232,,,,,,,,,,,,,,
MQ_435_wood_from_base,,112.7,,HEPU,Waratah2011,2.4,HEPU_15B,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,37.774,59.809,1587.872,6.001,29.078,788.288,243.495,6.917,251.06,54.026,269.565,4.368,44.08,0.1599,,2.02;2.10,1.91,1.91;1.67,69,1,169.9,527.7,213,548,214,1.16;1.04,,
MQ_436_wood_from_middle,,105.1,,HEPU,Waratah2011,2.4,HEPU_15B,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,35.236,45.765,550.451,4.98,31.604,1339.974,203.371,8.088,491.2,57.982,225.004,5.969,45.43,0.043,,1.18;1.03,0.91,.91;.94,160,2,246.4,190,162,,,,,
MQ_437_wood_from_tip,,118.6,,HEPU,Waratah2011,2.4,HEPU_15B,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,28.721,37.175,826.543,10.188,38.681,3950.659,414.966,14.433,1535.566,98.031,811.635,11.03,44.87,0.0811,,.72;.67,0.56,.56;.50,206,3,91.8,52.8,206,,,,,
MQ_438_shed_bark,,168.4,,HEPU,Basin2005,7,HEPU_00X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,178.846,18.931,2428.861,52.363,195.812,1059.714,1422.315,35.262,604.519,66.395,1157.666,24.903,46.13,0.4827,,,,,,,,,,,,,,
MQ_439_shed_sapwood,MQ_1439_shed_sapwood,113,165.7,HEPU,Basin2005,7,HEPU_00X,PUTU_00W,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,21.421,34.79,666.584,10.397,25.033,434.606,616.514,7.856,382.968,24.81,290.585,7.719,44.01,0.1025,,,".86,",".86,.64,.76,.67,.38,.56,.49",,,,,,,,,,
MQ_440_bark,,113.5,,HEPU,Basin2005,7,HEPU_00X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,179.327,102.179,4288.544,101.713,199.74,3535.752,1843.033,25.118,1501.966,90.005,866.34,54.346,46.34,0.502,,,,,,,,,,,,,,
MQ_441_wood_from_base,,205.6,,HEPU,Basin2005,7,HEPU_004,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,18.402,44.614,477.501,2.291,13.173,1339.723,374.713,5.181,492.507,52.872,199.327,3.866,45.53,0.0432,,2.81;2.70,2.12,2.12;2.07,63,1,,,,,,,,
MQ_442_wood_from_middle,,111.2,,HEPU,Basin2005,7,HEPU_004,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,insufficient_sample_for_CN,,2016_March,18.183,50.253,378.081,5.208,20.085,1057.969,330.381,6.635,468.902,55.708,246.494,3.908,,,,1.59;1.35,1.33,1.33;1.06,114,1.2,,,,,,,,
MQ_443_wood_from_tip,MQ_1443_wood_from_tip,122.9,348.1,HEPU,Basin2005,7,HEPU_00X,HEPU_00V,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,15.408,43.181,624.211,5.617,22.457,1538.26,535.776,8.41,785.739,90.983,726.886,2.926,44.47,0.4859,,".84;.82,.71;.64,.88;.91,.58;.66",0.73,".73;.70,.65;.59,.76;.74,.70;.61","134,154,158,110",,,,,,,,,
MQ_444_bark,,132,,HEPU,Waratah2003,9,HEPU_80X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,45.195,87.069,1820.753,7.281,56.818,3701.32,1563.415,13.587,1533.375,105.115,903.133,15.317,46.88,0.5224,,,,,,,,,,,,,,
MQ_445_shed_bark,,106.2,,HEPU,Waratah2003,9,HEPU_80X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,90.593,28.253,2613.885,10.126,109.213,773.097,1035.411,12,612.647,39.267,878.85,16.232,46.42,0.4726,,,,,,,,,,,,,,
MQ_446_shed_sapwood,,133.1,,HEPU,Waratah2003,9,HEPU_80X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,10.306,26.452,303.283,1.671,8.85,117.267,236.716,3.343,103.447,11.57,153.373,1.478,42.32,0.1922,,,1.21,1.21;1.62,,,,,,,,,,
MQ_447_wood_from_base,,202.5,,HEPU,Waratah2003,9,HEPU_806,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,13.546,42.377,385.68,2.226,11.731,1362.647,323.102,4.786,340.526,45.114,277.944,3.765,44.02,0.0312,,3.12;3.16,2.72,2.72;2.70,28,base 1,,,,,,,,
MQ_448_wood_from_middle,,148,,HEPU,Waratah2003,9,HEPU_806,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,16.678,38.259,320.519,1.932,17.458,1119.089,309.015,6.646,296.879,27.138,142.044,3.698,45.12,0.0517,,2.12;2.16,1.94,1.94;1.89,52,base 2,,,,,,,,
MQ_449_wood_from_tip,,134.7,,HEPU,Waratah2003,9,HEPU_80X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,31.503,59.705,1005.764,8.878,27.213,1651.603,366.805,11.381,567.147,89.221,612.145,14.505,44.74,0.071,,".72;.72,.49;.49,.85;.87,.95,.97;.8,.8;.88,.9",0.58,".58;.61,.44;.42,.63;.68,.83;.82,.56;.55,.57;.59",,,,,,,145,0.78,,
MQ_450_bark,,124.6,,LEES,Wilunga2012,1.4,LEES_30X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,80.829,30.152,10536.315,12.343,87.983,2532.198,855.863,1128.684,347.713,142.211,554.815,46.597,47.72,0.5621,,,,,,,,,,,,,,
MQ_451_wood_from_base,,152.6,,LEES,Wilunga2012,1.4,LEES_30A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,12.352,14.652,5347.166,3.422,17.167,1599.451,197.372,537.957,120.355,47.003,193.707,37.381,44.32,0.2737,,2.39;2.44,2.07,2.07;2.10,62,1,0,367,125,481,125,1.97;1.92,,
MQ_452_wood_from_tip,,118.9,,LEES,Wilunga2012,1.4,LEES_30A,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,23.016,79.952,2145.007,4.562,19.209,2982.685,128.875,57.524,197.768,61.657,240.24,3.273,42.14,0.1828,,1.33;1.27,1.31,1.31;1.38,167,3,519.6,139.7,135,,,,,
MQ_453_bark,,142.2,,LEES,Waratah2011,2.4,LEES_15A,,bark,bark,bark,bark,live,,use,2016_March,2016_March,91.657,36.728,15473.481,10.513,91.234,3853.466,912.791,332.711,848.604,162.244,504.23,59.789,48.28,0.4828,,,,,,,,,,,,,,
MQ_454_wood_from_base,,279.4,,LEES,Waratah2011,2.4,LEES_15A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,8.716,31.396,506.815,3.521,13.332,1411.531,390.657,111.808,275.108,54.676,231.318,3.822,44.02,0.2525,,3.72;4.20,2.87,2.87;3.33,42,1,1448.6,1288.5,49,335,100,2.09,,
MQ_455_wood_from_middle,,121.8,,LEES,Waratah2011,2.4,LEES_15A,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,21.859,70.396,1202.644,4.6,24.803,2211.658,367.931,53.808,324.429,65.224,307.365,8.508,43.25,0.2827,,2.44;2.42,2.00,2.00;1.98,57,2,683.8,573.1,171,,,,,
MQ_456_wood_from_tip,MQ_1456_wood_from_tip,105.8,197,LEES,Waratah2011,2.4,LEES_15A,LEES_15W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,22.451,65.487,4059.761,9.497,28.868,4109.412,449.937,53.277,535.933,122.2,588.306,4.126,44.36,0.4854,,1.18;1.19,0.93,.93;.96,"127,85,70,15",3,384.3,127.8,137,,,,,
MQ_457_bark,,194.5,,LEES,Basin2005,7,LEES_00X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,82.694,93.31,7272.465,162.664,95.199,1040.886,618.158,205.279,258.965,78.906,435.841,83.005,47.35,0.5824,,,,,,,,,,,,,,
MQ_458_shed_bark,MQ_1458_shed_bark,112.3,167,LEES,Basin2005,7,LEES_00X,LEES_00W,shed_bark,shed_bark,bark,bark,dead,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,184.018,36.832,5805.61,36.745,274.735,932.127,794.637,110.8,366.68,109.851,716.441,24.004,47.28,0.6463,,,,,,,,,,,,,,
MQ_459_shed_sapwood,,168.4,,LEES,Basin2005,7,LEES_00X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,6.84,29.871,3163.437,4.269,14.901,1533.534,414.126,180.505,354,41.097,494.91,11.577,44.23,0.2736,,,1.80,1.80;1.83,,,,,,,,,,
MQ_460_wood_from_base,,129.9,,LEES,Basin2005,7,LEES_006,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,16.987,68.688,2279.009,3.805,36.165,3617.677,1225.379,202.123,356.533,120.361,507.69,40.346,44.12,0.2242,,3.71;3.71,2.66,2.66;2.74,20,1,,,,,,,,
MQ_461_wood_from_middle,,122.6,,LEES,Basin2005,7,LEES_006,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,28.356,173.824,2185.106,4.234,36.281,4208.524,530.137,64.955,447.8,109.865,519.83,42.782,43.13,0.2161,,2.56;2.47,1.87,1.87;2.01,38,2,,,,,,,,
MQ_462_wood_from_tip,,198.4,,LEES,Basin2005,7,LEES_00X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,25.088,89.025,1466.083,4.329,15.75,4916.966,241.331,18.207,256.45,65.677,367.97,2.77,42.53,0.1727,,"1.51;1.44,1.70;1.67",1.16,"1.16;1.17,1.30;1.36","140,124",,,,,,,,,
MQ_463_bark,,223.3,,LEES,Waratah2003,9,LEES_80X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,65.097,80.791,17871.651,9.021,66.149,1690.27,662.896,33.257,227.421,58.821,382.882,91.382,47.26,0.5943,,,,,,,,,,,,,,
MQ_464_shed_bark,,184.2,,LEES,Waratah2003,9,LEES_80X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,82.735,33.056,4503.253,12.619,116.393,604.975,633.835,24.02,284.068,51.652,516.912,14.953,49.12,0.5917,,,,,,,,,,,,,,
MQ_465_shed_sapwood,,145.9,,LEES,Waratah2003,9,LEES_80X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,15.747,56.688,4448.331,6.152,15.598,988.642,291.442,11.126,213.27,32.874,445.276,18.542,43.24,0.2831,,,1.36,"1.36;1.49,1.03;1.03",58;47,,,,,,,,,
MQ_466_wood_from_base,,200.2,,LEES,Waratah2003,9,LEES_803,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,14.42,71.666,1139.413,3.353,13.846,2316.804,1102.42,48.903,303.729,81.667,366.612,15.862,43.82,0.2128,,3.25;3.41,2.36,2.36;2.47,35,base 1,,,,,,,,
MQ_467_wood_from_middle,,104.2,,LEES,Waratah2003,9,LEES_803,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,insufficient_sample_for_CN,,2016_March,25.416,114.775,1717.512,5.412,26.469,3187.213,406.487,35.274,319.268,83.878,438.271,20.356,,,,2.02;1.96,1.52,1.52;1.61,56,base 2,,,,,,,,
MQ_468_wood_from_tip,,167.1,,LEES,Waratah2003,9,LEES_80X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,25.469,29.738,3371.715,12.783,22.474,2883.995,429.289,33.179,577.608,89.096,485.11,7.206,42.23,0.2102,,"1.27;1.19,1.37;1.41,1.04;1.08",0.97,".97;.95,1.05;1.05,.76;.74",,,,,,,"155,175","1.37,1.53",,
MQ_469_bark,,253.9,,LEES,Basin1981,32,LEES_90X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,72.316,113.448,3336.815,13.751,85.507,1684.646,884.303,30.523,457.564,81.766,475.609,8.692,47.23,0.5353,,,,,,,,,,,,,,
MQ_470_shed_bark,MQ_1470_shed_bark,104.8,175.9,LEES,Basin1981,32,LEES_90X,LEES_90W,shed_bark,shed_bark,bark,bark,dead,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,150.886,42.567,5020.675,11.852,181.797,660.747,1082.385,36.687,324.883,113.227,713.614,13.889,46.68,0.5151,,,,,,,,,,,,,,
MQ_471_shed_sapwood,,167.7,,LEES,Basin1981,32,LEES_90X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,8.331,44.324,1736.273,5.874,12.685,205.012,447.032,41.36,102.337,54.955,479.743,7.599,43.58,0.2445,,,"1,86","1,86;1,62,1.77;1.92",47;19,,,,,,,,,
MQ_472_wood_from_base,,164.5,,LEES,Basin1981,32,LEES_902,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,14.249,74.738,719.416,2.739,20.647,1839.295,399.813,30.444,574.083,83.601,285.596,11.921,44.03,0.3147,,3.82;3.62,2.95,2.95;2.71,28,base 1,,,,,,,,
MQ_473_wood_from_middle,,202.9,,LEES,Basin1981,32,LEES_902,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,13.93,73.735,501.29,3.475,15.162,1451.833,231.649,16.376,299.169,59.988,198.9,3.034,43.64,0.3156,,3.03;3.13,2.36,2.36;2.57,43,base 2,,,,,,,,
MQ_474_wood_from_tip,,155.8,,LEES,Basin1981,32,LEES_90X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,16.879,39.292,2455.701,7.017,26.676,2880.851,371.287,42.084,524.682,159.539,539.099,5.165,43.79,0.4439,,"1.15;1.05,1.55;1.50,1.06;.98,1.10;1.12",0.84,".84;.94,1.18;1.08,.84;.76,.90;.92","85,82,74,82",,,,,,,,,
MQ_475_bark,,131.8,,PELA,Wilunga2012,1.4,PELA_30X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,213.724,83.997,2992.229,5.196,109.092,2638.789,3374.561,86.786,2185.869,202.652,572.584,54.007,51.42,0.4863,,,,,,,,,,,,,,
MQ_476_wood_from_base,,162.3,,PELA,Wilunga2012,1.4,PELA_30A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,33.56,67.719,657.424,4.145,21.076,1088.189,752.477,6.31,424.294,117.101,748.333,10.969,54.28,0.5932,,3.87;3.88,2.94,2.94;2.93,41,1,1046,636.5,106,352,13,3.87;3.88,,
MQ_477_wood_from_tip,,136.4,,PELA,Wilunga2012,1.4,PELA_30A,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,25.659,84.966,672.29,7.651,34.634,4098.462,1419.286,12.062,5635.724,422.894,1182.493,31.785,44.28,0.3158,,3.27;3.24,2.30,2.30;2.22,116,3,1782.4,352,159,,,,,
MQ_478_bark,,207.5,,PELA,Waratah2011,2.4,PELA_15A,,bark,bark,bark,bark,live,,use,2016_March,2016_March,202.271,57.757,1564.839,5.122,112.186,4589.49,1547.377,42.944,1730.298,159.404,415.166,41.822,52.68,0.5182,,,,,,,,,,,,,,
MQ_479_wood_from_base,,209,,PELA,Waratah2011,2.4,PELA_15A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,19.054,30.999,296.058,2.082,14.13,1722.269,290.767,7.843,530.229,46.457,190.513,8.145,46.25,0.1635,,4.86;4.68,3.44,3.44;3.47,35,1,632.4,867.7,105,356,40,4.3,,
MQ_480_wood_from_middle,,177.2,,PELA,Waratah2011,2.4,PELA_15A,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,25.466,64.432,486.152,2.775,11.754,2332.003,485.432,16.117,1206.101,56.711,266.836,14.025,43.86,0.2415,,3.65;3.70,2.83,2.83;2.77,47,2,3153.3,726.5,147,,,,,
MQ_481_wood_from_tip,MQ_1481_wood_from_tip,110.9,336.6,PELA,Waratah2011,2.4,PELA_15A,PELA_15W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,23.117,74.734,4581.646,5.118,30.232,1613.762,1659.614,60.081,2971.514,169.853,594.309,11.667,43.62,0.3063,,2.69,2.00,2.00;2.00,81,3,2357,236.4,81,,,,,
MQ_482_bark,,165.7,,PELA,Basin2005,7,PELA_00X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,239.051,52.665,4495.508,65.457,330.482,2374.434,1325.517,127.726,1423.184,182.406,410.529,38.047,53.67,0.5671,,,,,,,,,,,,,,
MQ_485_wood_from_base,,768,,PELA,Basin2005,7,PELA_003,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,9.133,12.927,326.429,1.587,17.856,1546.795,319.47,17.964,465.545,33.538,242.978,12.3,45.21,0.1639,,7.97;7.97,7.06,7.06;6.96,23,base 1,,,,,,,3 leaf scars along length sampled,
MQ_486_wood_from_middle,,574,,PELA,Basin2005,7,PELA_003,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,119.513,20.345,1300.65,1.948,18.189,2559.775,1041.674,62.466,2158.78,107.088,488.301,20.708,44.38,0.2581,,4.47;4.51,4.01,4.01;3.83,47,base 3,,,,,,,2 leaf scars along length sampled,
MQ_487_wood_from_tip,,191.5,,PELA,Basin2005,7,PELA_003,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,89.567,70.264,5336.298,2.97,13.457,3296.745,1782.656,107.003,3853.805,163.527,1050.938,22.273,43.58,0.3524,,2.51;2.74,2.19,2.19;2.25,64,base 4,,,,,,,,
MQ_488_bark,,242.3,,PELA,Waratah2003,9,PELA_80X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,65.924,46.63,2468.222,4.173,42.624,819.618,1735.162,64.408,484.759,81.99,287.612,59.686,52.41,0.4711,,,,,,,,,,,,,,
MQ_489_wood_from_base,,1089.4,,PELA,Waratah2003,9,PELA_803,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,15.64,56.362,310.227,1.507,18.188,1108.189,228.021,10.775,283.735,30.698,158.597,7.671,44.58,0.1425,,11.20;11.02,9.48,9.48;9.01,19,base 1,,,,,,,,
MQ_490_wood_from_middle,,333.4,,PELA,Waratah2003,9,PELA_803,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,95.004,60.526,1002.186,2.446,23.468,4722.595,1293.049,51.081,1970.008,123.821,280.494,12.47,43.88,0.3114,,5.21;5.30,4.84,4.84;4.90,20,base 2,,,,,,,,
MQ_491_wood_from_tip,,208.6,,PELA,Waratah2003,9,PELA_80X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,35.03,28.611,12854.462,6.818,29.542,1991.93,2476.654,150.629,2797.773,116.926,251.536,31.522,44.61,0.4152,,"2.37;2.21,2.45;2.56",1.68,"1.68;1.61,1.78;1.66",,,,,,,,,,
MQ_492_shed_bark,,219.8,,PELA,Waratah2003,9,PELA_80X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,78.811,30.684,4029.763,4.275,65.17,392.643,1666.552,38.635,429.142,39.213,410.041,61.713,53.82,0.5521,,,,,,,,,,,,,,
MQ_493_shed_sapwood,,247.5,,PELA,Waratah2003,9,PELA_80X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,13.206,20.982,345.242,1.194,7.825,99.392,205.935,5.015,93.093,14.552,60.175,14.021,46.35,0.2584,,,2.91,2.91;2.84,,,,,,,,,,
MQ_494_bark,,272.2,,PELA,Basin1981,32,PELA_90X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,58.826,65.931,1442.178,5.479,43.255,1876.876,2578.368,23.605,1327.702,129.826,350.848,24.406,52.96,0.5324,,,,,,,,,,,,,,
MQ_495_shed_bark,,212,,PELA,Basin1981,32,PELA_90X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,53.65,46.578,2090.934,4.872,57.99,499.999,2954.086,35.361,635.964,44.903,372.491,43.873,54.47,0.5721,,,,,,,,,,,,,,
MQ_496_shed_sapwood,,221.3,,PELA,Basin1981,32,PELA_90X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,16.944,65.583,208.049,1.238,8.051,65.81,434.368,6.083,141.183,12.209,77.002,3.252,45.28,0.2736,,,3.41,3.41;3.26,34,,,,,,,,,
MQ_497_wood_from_base,,926.8,,PELA,Basin1981,32,PELA_903,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,9.854,27.574,423.666,0.91,7.233,789.703,288.327,15.08,217.872,19.734,80.377,18.781,45.01,0.0827,,15.57;14.90,12.7,12.76;13.58,8,base 1,,,,,,,,
MQ_498_wood_from_middle,,582.2,,PELA,Basin1981,32,PELA_903,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,15.512,13.925,692.635,1.149,16.585,1881.784,897.899,31.039,1382.854,61.697,719.979,17.487,44.12,0.2819,,7.57;7.09,6.63,6.63;6.86,16,base 3,,,,,,,,
MQ_499_wood_from_tip,,216.9,,PELA,Basin1981,32,PELA_90X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,17.788,25.469,1821.395,7.21,17.716,3724.201,3121.243,59.524,1284.946,216.31,707.098,23.035,44.27,0.5237,,2.75;2.77,2.00,2.00;2.04,129,,,,,,,,,
